school,sport,deal_type,deal_value,payment_type,brand,date,year,school_resources_used
UCLA,Football,Other,1000.0,Cash,Degree,4/26/22,2022,No
UCLA,Track and Field,Other,35000.0,Cash,Champion,4/26/22,2022,No
UCLA,Rowing (Womens),Other,0.0,Cash,Rowing Blazers,4/26/22,2022,No
UCLA,Basketball (Womens),Other,0.0,Cash,Holostars,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,9000.0,Cash,Doordash,4/26/22,2022,No
UCLA,Volleyball (Beach),Other,3000.0,Cash,Beach Bum Sportz,4/26/22,2022,No
UCLA,Volleyball (Beach),Other,1250.0,Cash,Suja Juice,4/26/22,2022,No
UCLA,Football,Other,1500.0,Cash,MoneyLion,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,3500.0,Cash,STUDS,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,0.0,Cash,Seat Geek,4/26/22,2022,No
UCLA,Basketball (Mens),Public Appearance,2500.0,Cash,Bill Goddard,6/29/22,2022,No
UCLA,Volleyball (Womens),Other,5000.0,Cash,Mark Kalmansohn,6/20/22,2022,No
UCLA,Track and Field,Other,0.0,Cash,Lola Getts,4/26/22,2022,No
UCLA,Football,Camps and Lessons,300.0,Product/Equity,FriendsOverFans LLC,6/5/22,2022,No
UCLA,Football,Camps and Lessons,300.0,Product/Equity,FriendsOverFans LLC,6/5/22,2022,No
UCLA,Football,Camps and Lessons,300.0,Product/Equity,FriendsOverFans LLC,6/5/22,2022,No
UCLA,Football,Camps and Lessons,300.0,Product/Equity,FriendsOverFans LLC,6/7/22,2022,No
UCLA,Basketball (Womens),Other,5000.0,Cash,Mark Kalmansohn,6/15/22,2022,No
UCLA,Tennis (Womens),Other,100.0,Cash,Stipend Athlete,4/26/22,2022,No
UCLA,Basketball (Mens),Public Appearance,6000.0,Cash,Will Mcclendon Classic,6/24/22,2022,No
UCLA,Basketball (Mens),Social Media,15.0,Cash,Cameo,6/29/22,2022,No
UCLA,Basketball (Mens),Social Media,15.0,Cash,Cameo,6/29/22,2022,No
UCLA,Basketball (Mens),Social Media,11.01,Cash,Cameo,6/29/22,2022,No
UCLA,Basketball (Mens),Social Media,11.01,Cash,Cameo,6/29/22,2022,No
UCLA,Soccer (Womens),Other,750.0,Cash,RPRT Management,6/9/22,2022,No
UCLA,Soccer (Womens),Other,750.0,Cash,RPRT Management,6/9/22,2022,No
UCLA,Water Polo (Mens),Not Sure,109.6,Product/Equity,Vuori,6/15/22,2022,No
UCLA,Volleyball (Mens),Autographs,3500.0,Cash,Lloyd and Julie Talbert,6/8/22,2022,No
UCLA,Basketball (Mens),Social Media,15.0,Cash,Cameo,6/21/22,2022,No
UCLA,Basketball (Mens),Social Media,15.0,Cash,Cameo,6/9/22,2022,No
UCLA,Tennis (Womens),Other,750.0,Cash,Pearson,4/26/22,2022,No
UCLA,Tennis (Womens),Other,200.0,Cash,Princess Polly,4/26/22,2022,No
UCLA,Basketball (Mens),Public Appearance,2000.0,Cash,Bruin Fan Alliance,5/13/22,2022,No
UCLA,Basketball (Mens),Public Appearance,3000.0,Cash,Bruin Fan Alliance,5/13/22,2022,No
UCLA,Football,Other,850.0,Cash,The Bruin Fan Alliance,5/14/22,2022,No
UCLA,Football,Other,850.0,Cash,Bruin Fan Alliance,5/14/22,2022,No
UCLA,Football,Other,850.0,Cash,The Bruin Fan Alliance,5/14/22,2022,No
UCLA,Football,Other,1800.0,Cash,The Bruin Fan Alliance,5/14/22,2022,No
UCLA,Football,Other,850.0,Cash,The Bruin Fan Alliance,5/15/22,2022,No
UCLA,Football,Other,800.0,Cash,The Bruin Fan Alliance,5/15/22,2022,No
UCLA,Football,Other,850.0,Cash,The Bruin Fan Alliance,5/15/22,2022,No
UCLA,Football,Other,750.0,Cash,The Bruin Fan Alliance,5/17/22,2022,No
UCLA,Football,Public Appearance,850.0,Cash,Bruin Fan Alliance,5/18/22,2022,No
UCLA,Football,Other,750.0,Cash,The Bruin Fan Alliance,5/19/22,2022,No
UCLA,Football,Other,750.0,Cash,The Bruin Fan Alliance,5/20/22,2022,No
UCLA,Tennis (Womens),Other,500.0,Cash,The Bruin Fan Alliance,5/22/22,2022,No
UCLA,Basketball (Mens),Other,2000.0,Cash,The Bruin Fan Alliance,5/23/22,2022,No
UCLA,Basketball (Mens),Public Appearance,2000.0,Cash,Bruin Fan Alliance,5/13/22,2022,No
UCLA,Football,Public Appearance,650.0,Cash,The Bruin Fan Alliance,5/14/22,2022,No
UCLA,Football,Public Appearance,650.0,Cash,The Bruin Fan Alliance,5/14/22,2022,No
UCLA,Football,Public Appearance,650.0,Cash,The Bruin Fan Alliance,5/14/22,2022,No
UCLA,Football,Public Appearance,1200.0,Cash,The Bruin Fan Alliance,5/14/22,2022,No
UCLA,Football,Public Appearance,650.0,Cash,The Bruin Fan Alliance,5/15/22,2022,No
UCLA,Football,Public Appearance,650.0,Cash,The Bruin Fan Alliance,5/15/22,2022,No
UCLA,Football,Public Appearance,650.0,Cash,The Bruin Fan Alliance,5/15/22,2022,No
UCLA,Football,Public Appearance,650.0,Cash,The Bruin Fan Alliance,5/17/22,2022,No
UCLA,Football,Public Appearance,650.0,Cash,The Bruin Fan Alliance,5/19/22,2022,No
UCLA,Football,Public Appearance,650.0,Cash,The Bruin Fan Alliance,5/19/22,2022,No
UCLA,Football,Public Appearance,650.0,Cash,The Bruin Fan Alliance,5/20/22,2022,No
UCLA,Tennis (Womens),Public Appearance,500.0,Cash,The Bruin Fan Alliance,5/22/22,2022,No
UCLA,Basketball (Mens),Social Media,22.5,Cash,Cameo,6/9/22,2022,No
UCLA,Basketball (Mens),Public Appearance,250.0,Cash,John Wilmarth,5/20/22,2022,No
UCLA,Football,Public Appearance,800.0,Product/Equity,Sunryde,5/21/22,2022,No
UCLA,Football,Autographs,200.0,Cash,College Athlete Autographs and More,5/18/22,2022,No
UCLA,Soccer (Mens),Autographs,200.0,Cash,College Athlete Autographs and More,5/18/22,2022,No
UCLA,Basketball (Mens),Social Media,15.0,Cash,Cameo,5/20/22,2022,No
UCLA,Basketball (Mens),Social Media,22.5,Cash,Cameo,5/20/22,2022,No
UCLA,Football,Social Media,38000.0,Cash,Trophe Case,5/26/22,2022,Yes
UCLA,Gymnastics (Womens),Other,5000.0,Cash,Angel City Football Club,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,0.0,Cash,Whooaa,4/26/22,2022,No
UCLA,Basketball (Mens),Social Media,36.75,Cash,Cameo,5/9/22,2022,No
UCLA,Basketball (Mens),Social Media,22.5,Cash,Cameo,5/9/22,2022,No
UCLA,Swimming/Diving (Womens),Public Appearance,500.0,Cash,Highsnobiety - The morrison group,4/29/22,2022,Yes
UCLA,Football,Other,0.0,Cash,Horus,4/26/22,2022,No
UCLA,Tennis (Womens),Other,200.0,Cash,Magic mind,4/26/22,2022,No
UCLA,Basketball (Mens),Social Media,16.79,Cash,Cameo,4/13/22,2022,No
UCLA,Gymnastics (Womens),Social Media,15.0,Cash,Cameo,4/13/22,2022,No
UCLA,Gymnastics (Womens),Other,1000.0,Cash,Wild N Out,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,1000.0,Cash,Kids at Play,4/26/22,2022,No
UCLA,Rowing (Womens),Other,0.0,Cash,Rowing Blazers,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,0.0,Cash,Pretty Little Thing,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,100.0,Cash,Just Women's Sports,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,7000.0,Cash,Biden Campaign,4/26/22,2022,No
UCLA,Cross Country,Other,0.0,Cash,Nuun Hydration,4/26/22,2022,No
UCLA,Basketball (Mens),Social Media,15.0,Cash,Cameo,3/31/22,2022,No
UCLA,Gymnastics (Womens),Other,30000.0,Cash,H&R Block,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,6000.0,Cash,Panda Express,4/26/22,2022,No
UCLA,Basketball (Mens),Social Media,15.0,Cash,Cameo,3/31/22,2022,No
UCLA,Basketball (Mens),Social Media,15.0,Cash,Cameo,3/31/22,2022,No
UCLA,Basketball (Mens),Social Media,11.01,Cash,Cameo,3/31/22,2022,No
UCLA,Football,Other,2000.0,Cash,Scotch Porter,4/26/22,2022,No
UCLA,Basketball (Mens),Other,5000.0,Cash,Feels App,4/26/22,2022,No
UCLA,Basketball (Mens),Social Media,15.0,Cash,Cameo,3/31/22,2022,No
UCLA,Basketball (Mens),Other,50.0,Cash,Postgame,4/26/22,2022,No
UCLA,Basketball (Mens),Social Media,22.5,Cash,Cameo,3/16/22,2022,No
UCLA,Gymnastics (Womens),Other,0.0,Cash,Pottery Barn Team,4/26/22,2022,No
UCLA,Basketball (Mens),Social Media,118.12,Cash,Cameo,3/16/22,2022,No
UCLA,Gymnastics (Womens),Social Media,11.01,Cash,Cameo,3/16/22,2022,No
UCLA,Football,Other,3000.0,Cash,Mercedes benz,4/26/22,2022,No
UCLA,Basketball (Mens),Social Media,11.01,Cash,Cameo,3/2/22,2022,No
UCLA,Track and Field,Other,0.0,Cash,Liquid IV,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,50000.0,Cash,BUBBL'R,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,50000.0,Cash,BUBBL'R,4/26/22,2022,No
UCLA,Basketball (Womens),Other,3000.0,Cash,FTX,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,4000.0,Cash,Celestial Seasonings,4/26/22,2022,No
UCLA,Basketball (Womens),Other,25000.0,Cash,Champion,4/26/22,2022,No
UCLA,Football,Other,10.0,Cash,Mogl,4/26/22,2022,No
UCLA,Football,Other,50.0,Cash,Ticketsmarter,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,0.0,Cash,Grove Collaborative,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,0.0,Cash,Nike,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,0.0,Cash,Pretty Little Thing,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,0.0,Cash,STARFACE,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,6000.0,Cash,Footlocker,4/26/22,2022,No
UCLA,Baseball,Other,0.0,Cash,100 Percent,4/26/22,2022,No
UCLA,Volleyball (Womens),Other,2000.0,Cash,Warby Parker,4/26/22,2022,No
UCLA,Softball,Other,60000.0,Cash,Champion,4/26/22,2022,No
UCLA,Football,Other,0.0,Cash,Bethehoss,4/26/22,2022,No
UCLA,Football,Other,700.0,Cash,Kora,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,0.0,Cash,Disney,4/26/22,2022,No
UCLA,Track and Field,Other,500.0,Cash,Current,4/26/22,2022,No
UCLA,Football,Other,0.0,Cash,IMR Float,4/26/22,2022,No
UCLA,Tennis (Womens),Social Media,8.39,Cash,Cameo,2/10/22,2022,No
UCLA,Football,Other,200.0,Cash,The Sideline Post,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,0.0,Cash,Coca Cola Co.,4/26/22,2022,No
UCLA,Basketball (Womens),Other,50.0,Cash,Sudor,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,9750.0,Cash,IT Cosmetics,4/26/22,2022,No
UCLA,Softball,Other,150.0,Cash,Mary Nutter Collegiate Classic,4/26/22,2022,No
UCLA,Soccer (Womens),Other,0.0,Cash,Eat Alfalfa,4/26/22,2022,No
UCLA,Track and Field,Other,0.0,Cash,Boutine LA,4/26/22,2022,No
UCLA,Soccer (Womens),Other,0.0,Cash,Alfalfa,4/26/22,2022,No
UCLA,Football,Other,1500.0,Cash,SANIL,4/26/22,2022,No
UCLA,Softball,Other,1500.0,Cash,D1 Softball,4/26/22,2022,No
UCLA,Tennis (Womens),Other,100.0,Cash,Just Womens Sports,4/26/22,2022,No
UCLA,Soccer (Womens),Other,150.0,Cash,MOGL,4/26/22,2022,No
UCLA,Basketball (Mens),Social Media,15.0,Cash,Cameo,1/12/22,2022,No
UCLA,Basketball (Mens),Social Media,26.24,Cash,Cameo,1/12/22,2022,No
UCLA,Football,Other,50.0,Cash,JackRabbit Mobility Inc.,4/26/22,2022,No
UCLA,Tennis (Mens),Other,0.0,Cash,Nuun,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,7000.0,Cash,Aeropostale x Cheetos,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,5500.0,Cash,Bartleby,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,4000.0,Cash,Gonna Need Milk,4/26/22,2022,No
UCLA,Tennis (Womens),Social Media,11.25,Cash,Cameo,1/5/22,2022,No
UCLA,Gymnastics (Womens),Other,6000.0,Cash,Bibigo,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,0.0,Cash,Disney +,4/26/22,2022,No
UCLA,Basketball (Mens),Social Media,11.01,Cash,Cameo,1/5/22,2022,No
UCLA,Soccer (Womens),Other,0.0,Cash,Marketing Jersey agency,4/26/22,2022,No
UCLA,Basketball (Womens),Other,203.0,Cash,UFAITH Hoops,4/26/22,2022,No
UCLA,Basketball (Mens),Social Media,89.24,Cash,Cameo,1/3/22,2022,No
UCLA,Gymnastics (Womens),Social Media,22.5,Cash,Cameo,1/3/22,2022,No
UCLA,Basketball (Mens),Social Media,15.0,Cash,Cameo,1/3/22,2022,No
UCLA,Baseball,Other,100.0,Cash,KORA,4/26/22,2022,No
UCLA,Track and Field,Social Media,250.0,Product/Equity,Oliveda,1/7/22,2022,No
UCLA,Golf (Womens),Other,0.0,Cash,Omega,4/26/22,2022,No
UCLA,Tennis (Womens),Other,200.0,Cash,Eleven by Venus Williams,4/26/22,2022,No
UCLA,Tennis (Womens),Other,1000.0,Cash,Universal Tennis Rating (UTR),4/26/22,2022,No
UCLA,Basketball (Mens),Other,500.0,Cash,Kora Money,4/26/22,2022,No
UCLA,Softball,Other,400.0,Cash,Trophy daughter,4/26/22,2022,No
UCLA,Baseball,Other,100.0,Cash,Kora,4/26/22,2022,No
UCLA,Volleyball (Beach),Other,3000.0,Cash,VB Rags,4/26/22,2022,No
UCLA,Volleyball (Womens),Other,250.0,Cash,Kora,4/26/22,2022,No
UCLA,Volleyball (Womens),Other,250.0,Cash,Kora,4/26/22,2022,No
UCLA,Volleyball (Womens),Other,250.0,Cash,Kora,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,750.0,Cash,ADAK,4/26/22,2022,No
UCLA,Football,Other,15000.0,Cash,LinkedIn,4/26/22,2022,No
UCLA,Softball,Other,1200.0,Cash,Dick's Sporting Goods,4/26/22,2022,No
UCLA,Football,Other,1000.0,Cash,BLU Products,4/26/22,2022,No
UCLA,Football,Other,500.0,Cash,LinkedIn - Photoshoot,4/26/22,2022,No
UCLA,Swimming/Diving (Womens),Other,0.0,Cash,Supergoop!,4/26/22,2022,No
UCLA,Softball,Other,2500.0,Cash,DICKS Sporting Goods,4/26/22,2022,No
UCLA,Softball,Other,2500.0,Cash,Dick's Sporting Goods,4/26/22,2022,No
UCLA,Soccer (Womens),Other,150.0,Cash,Blueprint Sports,4/26/22,2022,No
UCLA,Swimming/Diving (Womens),Other,0.0,Cash,Supergoop,4/26/22,2022,No
UCLA,Cross Country,Other,0.0,Cash,SwairHair,4/26/22,2022,No
UCLA,Swimming/Diving (Womens),Other,0.0,Cash,Lagoon Designs,4/26/22,2022,No
UCLA,Cross Country,Other,0.0,Cash,ChicknLegs,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,0.0,Cash,Microsoft,4/26/22,2022,No
UCLA,Volleyball (Beach),Other,0.0,Cash,RXBar,4/26/22,2022,No
UCLA,Football,Other,7000.0,Cash,Degree Deodorant,4/26/22,2022,No
UCLA,Football,Other,100.0,Cash,Chef Physique,4/26/22,2022,No
UCLA,Football,Other,100.0,Cash,Air inc.,4/26/22,2022,No
UCLA,Tennis (Womens),Other,0.0,Cash,Princess Polly,4/26/22,2022,No
UCLA,Football,Other,2000.0,Cash,Be The Match,4/26/22,2022,No
UCLA,Football,Other,40000.0,Cash,"UWG, Inc.",4/26/22,2022,No
UCLA,Basketball (Mens),Other,6000.0,Cash,Crypto.com,4/26/22,2022,No
UCLA,Basketball (Mens),Other,12500.0,Cash,Onyx,4/26/22,2022,No
UCLA,Baseball,Other,50.0,Cash,Uptime Energy,4/26/22,2022,No
UCLA,Tennis (Mens),Other,0.0,Cash,Wilson,4/26/22,2022,No
UCLA,Basketball (Mens),Other,5000.0,Cash,Whistle,4/26/22,2022,No
UCLA,Basketball (Womens),Other,3000.0,Cash,FTX,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,5000.0,Cash,Canada Goose,4/26/22,2022,No
UCLA,Basketball (Mens),Other,7500.0,Cash,Uninterrupted Media,4/26/22,2022,No
UCLA,Basketball (Womens),Other,1000.0,Cash,FTX Crypto,4/26/22,2022,No
UCLA,Tennis (Womens),Other,0.0,Cash,Daily dose meals,4/26/22,2022,No
UCLA,Softball,Other,1100.0,Cash,Dicks Sporting Good,4/26/22,2022,No
UCLA,Track and Field,Other,500.0,Cash,POSTGAME OFFICIAL,4/26/22,2022,No
UCLA,Basketball (Mens),Other,10000.0,Cash,Rally,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,1000.0,Cash,EOS,4/26/22,2022,No
UCLA,Cross Country,Other,5000.0,Cash,Jack in the box,4/26/22,2022,No
UCLA,Football,Other,200.0,Cash,DUFFL,4/26/22,2022,No
UCLA,Tennis (Mens),Other,135.0,Cash,Be Real,4/26/22,2022,No
UCLA,Football,Other,1000.0,Cash,Boost Mobile,4/26/22,2022,No
UCLA,Track and Field,Other,0.0,Cash,Lola Getts INC,4/26/22,2022,No
UCLA,Football,Other,10312.0,Cash,Shell,4/26/22,2022,No
UCLA,Soccer (Mens),Other,0.0,Cash,Celcius,4/26/22,2022,No
UCLA,Track and Field,Other,500.0,Cash,HYPERICE,4/26/22,2022,No
UCLA,Track and Field,Other,500.0,Cash,HYPERICE,4/26/22,2022,No
UCLA,Football,Other,25000.0,Cash,Candy Digital,4/26/22,2022,No
UCLA,Football,Other,500.0,Cash,Anomaly,4/26/22,2022,No
UCLA,Basketball (Mens),Other,10000.0,Cash,Supercard,4/26/22,2022,No
UCLA,Basketball (Mens),Other,10000.0,Cash,Wildcard,4/26/22,2022,No
UCLA,Football,Other,0.0,Cash,Be11eve Brand LLC,4/26/22,2022,No
UCLA,Track and Field,Other,15.0,Cash,ZBiotics,4/26/22,2022,No
UCLA,Softball,Other,200.0,Cash,no company is involved,4/26/22,2022,No
UCLA,Water Polo (Mens),Other,200.0,Cash,TYR,4/26/22,2022,No
UCLA,Track and Field,Other,0.0,Cash,KYX WORLD,4/26/22,2022,No
UCLA,Football,Other,10000.0,Cash,Campus Mogul,4/26/22,2022,No
UCLA,Water Polo (Mens),Other,30.0,Cash,MUD/WTR,4/26/22,2022,No
UCLA,Tennis (Mens),Other,15.0,Cash,Tiiga,4/26/22,2022,No
UCLA,Softball,Other,3600.0,Cash,DSG - Dicks Sporting Goods,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,500.0,Cash,Donde Nast,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,4000.0,Cash,LinknTree,4/26/22,2022,No
UCLA,Softball,Other,1200.0,Cash,DickÃ•s Sporting Goods,4/26/22,2022,No
UCLA,Football,Other,100.0,Cash,The Sideline Post,4/26/22,2022,No
UCLA,Football,Other,1000.0,Cash,Discord,4/26/22,2022,No
UCLA,Volleyball (Womens),Other,40.0,Cash,Liquid IV,4/26/22,2022,No
UCLA,Football,Other,150.0,Cash,Universities.com,4/26/22,2022,No
UCLA,Swimming/Diving (Womens),Other,0.0,Cash,Olive and June,4/26/22,2022,No
UCLA,Volleyball (Womens),Other,1000.0,Cash,NoEzy Buckets,4/26/22,2022,No
UCLA,Football,Other,75.0,Cash,NBM kicking,4/26/22,2022,No
UCLA,Volleyball (Womens),Other,3000.0,Cash,Zoe Fleck Volleyball,4/26/22,2022,No
UCLA,Water Polo (Mens),Other,60.0,Cash,everyday california,4/26/22,2022,No
UCLA,Track and Field,Other,0.0,Cash,ATH RCH LLC,4/26/22,2022,No
UCLA,Baseball,Other,10.0,Cash,Jocko Fuel,4/26/22,2022,No
UCLA,Football,Other,0.0,Cash,NBM Kicking,4/26/22,2022,No
UCLA,Water Polo (Mens),Other,100.0,Cash,Pierre Arden,4/26/22,2022,No
UCLA,Tennis (Womens),Other,0.0,Cash,Apres,4/26/22,2022,No
UCLA,Football,Other,100.0,Cash,NBM Kicking,4/26/22,2022,No
UCLA,Soccer (Womens),Other,250.0,Cash,Lexi Wright,4/26/22,2022,No
UCLA,Volleyball (Mens),Other,0.0,Cash,CROSSNET,4/26/22,2022,No
UCLA,Football,Other,7.0,Cash,Just cash clothing,4/26/22,2022,No
UCLA,Football,Other,1000.0,Cash,SDCCU Holiday Bowl,4/26/22,2022,No
UCLA,Tennis (Mens),Other,0.0,Cash,Fans meet idols,4/26/22,2022,No
UCLA,Volleyball (Womens),Other,2400.0,Cash,Mercedes-Benz USA,4/26/22,2022,No
UCLA,Rowing (Womens),Other,80.0,Cash,Top Knot Inc.,4/26/22,2022,No
UCLA,Water Polo (Mens),Other,0.0,Cash,Vuori,4/26/22,2022,No
UCLA,Volleyball (Mens),Other,0.0,Cash,Crossnetgame,4/26/22,2022,No
UCLA,Football,Other,500.0,Cash,ReliePh,4/26/22,2022,No
UCLA,Basketball (Mens),Other,35.0,Cash,Cameo,4/26/22,2022,No
UCLA,Soccer (Mens),Other,0.0,Cash,Barstool Sports,4/26/22,2022,No
UCLA,Baseball,Other,85.0,Cash,Marv Training,4/26/22,2022,No
UCLA,Football,Other,85000.0,Cash,Crocs,4/26/22,2022,No
UCLA,Basketball (Mens),Other,50.0,Cash,GoPuff,4/26/22,2022,No
UCLA,Baseball,Other,100.0,Cash,Kora Money,4/26/22,2022,No
UCLA,Golf (Womens),Other,0.0,Cash,Clutch Lifestyle Co,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,250.0,Cash,Obsesh media,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,2500.0,Cash,Be The Match,4/26/22,2022,No
UCLA,Track and Field,Other,3000.0,Cash,Six Star Pro Nutrition,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,60.0,Cash,The Players Trunk,4/26/22,2022,No
UCLA,Football,Other,0.0,Cash,JackRabbit,4/26/22,2022,No
UCLA,Tennis (Womens),Other,30.0,Cash,Go Puff,4/26/22,2022,No
UCLA,Swimming/Diving (Womens),Other,0.0,Cash,Barstool Sports,4/26/22,2022,No
UCLA,Football,Other,500.0,Cash,Fanbase App,4/26/22,2022,No
UCLA,Football,Other,1500.0,Cash,Celestial Seasonings,4/26/22,2022,No
UCLA,Basketball (Womens),Other,250.0,Cash,FTX,4/26/22,2022,No
UCLA,Tennis (Mens),Other,3000.0,Cash,Brady Brand,4/26/22,2022,No
UCLA,Football,Other,0.0,Cash,JackRabbit,4/26/22,2022,No
UCLA,Football,Other,200.0,Cash,Mike WordWide (MWW AD Agency),4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,1000.0,Cash,Farfetch,4/26/22,2022,No
UCLA,Tennis (Womens),Other,750.0,Cash,ADAK,4/26/22,2022,No
UCLA,Soccer (Womens),Other,25000.0,Cash,Nike,4/26/22,2022,No
UCLA,Football,Other,1000.0,Cash,Team Beast,4/26/22,2022,No
UCLA,Football,Other,1000.0,Cash,Team Beast,4/26/22,2022,No
UCLA,Basketball (Mens),Other,13000.0,Cash,Legends,4/26/22,2022,No
UCLA,Golf (Womens),Other,0.0,Cash,LIQUID IV,4/26/22,2022,No
UCLA,Football,Other,10000.0,Cash,Clearcover,4/26/22,2022,No
UCLA,Football,Other,0.0,Cash,LA Regional Food Bank,4/26/22,2022,No
UCLA,Soccer (Womens),Other,0.0,Cash,Celsius,4/26/22,2022,No
UCLA,Gymnastics (Womens),Other,5000.0,Cash,Champs,4/26/22,2022,No
UCLA,Tennis (Womens),Other,0.0,Cash,Halo Hydration,4/26/22,2022,No
UCLA,Basketball (Mens),Social Media,10000.0,Cash,Perfect Hydration LLC,3/15/23,2023,No
UCLA,Football,Social Media,5000.0,Cash,"Mondo USA, Inc.",5/18/23,2023,No
UCLA,Baseball,Social Media,500.0,Cash,CalHOPE,1/26/23,2023,No
UCLA,Basketball (Womens),Social Media,600.0,Cash,PostGame,6/21/23,2023,No
UCLA,Basketball (Womens),Other,35000.0,Cash,Mark Kalmansohn,6/10/23,2023,No
UCLA,Volleyball (Beach),Social Media,500.0,Cash,Hally Hair,6/12/23,2023,No
UCLA,Basketball (Womens),Social Media,1700.0,Cash,Simple Human,6/12/23,2023,No
UCLA,Volleyball (Mens),Social Media,4600.0,Cash,Lloyd and Julie Talbert,6/9/23,2023,No
UCLA,Gymnastics (Womens),Other,3575.0,Cash,Disney (It's A Laugh Productions),6/7/23,2023,No
UCLA,Gymnastics (Womens),Public Appearance,5000.0,Cash,"Angel City FC, LLC",6/7/23,2023,No
UCLA,Gymnastics (Womens),Social Media,2000.0,Cash,Paramount,6/7/23,2023,No
UCLA,Basketball (Womens),Social Media,8500.0,Cash,Wingman63,6/14/23,2023,No
UCLA,Water Polo (Womens),Social Media,72.0,Product/Equity,Inked Sports,6/6/23,2023,No
UCLA,Volleyball (Mens),Social Media,1000.0,Product/Equity,Bonobos,6/2/23,2023,No
UCLA,Volleyball (Mens),Social Media,1000.0,Product/Equity,Bonobos,6/2/23,2023,No
UCLA,Volleyball (Mens),Social Media,1000.0,Product/Equity,Bonobos,6/2/23,2023,No
UCLA,Volleyball (Mens),Social Media,1000.0,Product/Equity,Bonobos,6/2/23,2023,No
UCLA,Volleyball (Mens),Social Media,1000.0,Product/Equity,Bonobos,6/2/23,2023,No
UCLA,Volleyball (Mens),Social Media,1000.0,Product/Equity,Bonobos,6/2/23,2023,No
UCLA,Volleyball (Mens),Social Media,1000.0,Product/Equity,Bonobos,6/2/23,2023,No
UCLA,Volleyball (Mens),Social Media,1000.0,Product/Equity,Bonobos,6/2/23,2023,No
UCLA,General,Social Media,1000.0,Product/Equity,Bonobos,6/2/23,2023,No
UCLA,General,Social Media,1000.0,Product/Equity,Bonobos,6/2/23,2023,No
UCLA,Volleyball (Mens),Social Media,1000.0,Product/Equity,Bonobos,6/2/23,2023,No
UCLA,Volleyball (Mens),Social Media,1000.0,Product/Equity,Bonobos,6/2/23,2023,No
UCLA,Volleyball (Mens),Social Media,1000.0,Product/Equity,Bonobos,6/3/23,2023,No
UCLA,Volleyball (Mens),Social Media,1000.0,Product/Equity,Bonobos,6/3/23,2023,No
UCLA,Volleyball (Mens),Social Media,1000.0,Product/Equity,Bonobos,6/4/23,2023,No
UCLA,Volleyball (Mens),Social Media,1000.0,Product/Equity,Bonobos,6/4/23,2023,No
UCLA,Volleyball (Mens),Social Media,1000.0,Product/Equity,Bonobos,6/4/23,2023,No
UCLA,Basketball (Mens),Social Media,11.01,Cash,Cameo,6/14/23,2023,No
UCLA,Volleyball (Mens),Social Media,4500.0,Cash,Lloyd and Julie Talbert,6/2/23,2023,No
UCLA,Football,Social Media,250.0,Cash,Blake Landon Inc,5/31/23,2023,No
UCLA,Basketball (Mens),Social Media,22.5,Cash,Cameo,6/6/23,2023,No
UCLA,Basketball (Mens),Social Media,15.0,Cash,Cameo,6/6/23,2023,No
UCLA,Basketball (Womens),Social Media,100.0,Product/Equity,LivingCrafts,5/29/23,2023,No
UCLA,Football,Camps and Lessons,5730.0,Cash,Team First Foundation,5/22/23,2023,No
UCLA,Basketball (Mens),Social Media,57.74,Cash,Cameo,5/26/23,2023,No
UCLA,Basketball (Mens),Social Media,11.01,Cash,Cameo,5/26/23,2023,No
UCLA,Basketball (Mens),Social Media,57.74,Cash,Cameo,5/26/23,2023,No
